學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度新生註冊率(%)D=〔C/(A-B)〕＊100％,系所招生特色說明,招生特色說明資訊網
108,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,06131012,資訊管理系,日間,學士班(含四技),50,0,43,86.00,■實務、創新科技人才的養成：以「電子商務」、「遊戲設計」、「數據分析」為課程核心領域。 ■校外實習與就業夢想的實踐:一等一的校外實習廠商提供實習機會、2+2實習學制、大四校外實習學制(在學即就業) ■配合電競學分學程、培養電競產業幕後專業人才。,"http://www.prc.tpcu.edu.tw/files/15-1042-35187,c516-1.php?Lang=zh-tw"
